record_id,match_id,player_name,role,nationality,team_id,team_city,coach,opponent_team_id,stadium_id,stadium_name,stadium_location,stadium_capacity,format_id,match_date,runs_scored,balls_faced,wickets_taken,overs_bowled,catches_taken,age
1691,424,Niroshan Dickwella,Wicketkeeper,Sri Lanka,8,Colombo,Chris Silverwood,5,18,"R. Premadasa Stadium, Colombo",Colombo,70098,2,2020-07-17,107,66,0,15.2,3,30
1692,376,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,2,30,"Gaddafi Stadium, Lahore",Karachi,66148,2,2021-10-26,6,62,3,5.4,4,32
1693,321,Pat Cummins,Bowler,Australia,2,Sydney,Andrew McDonald,1,28,"Melbourne Cricket Ground, Melbourne",Sydney,58672,3,2025-02-07,104,45,4,12.6,1,31
1694,166,Daryl Mitchell,All-rounder,New Zealand,6,Auckland,Gary Stead,8,7,"Eden Park, Auckland",Auckland,85914,1,2021-05-24,57,89,3,19.2,5,32
1695,125,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,8,6,"Wankhede Stadium, Mumbai",Mumbai,39369,2,2023-02-09,23,74,1,13.5,4,30
1696,65,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,6,20,"Kabul International Cricket Stadium, Kabul",Kabul,81376,3,2021-02-24,130,32,4,13.6,2,39
1697,317,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,2,22,"Kabul International Cricket Stadium, Kabul",Kabul,87343,2,2022-05-19,123,90,3,8.3,5,25
1698,462,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,7,24,"Gaddafi Stadium, Lahore",Karachi,60178,1,2022-10-12,96,70,3,5.2,4,25
1699,170,Shaheen Afridi,Bowler,Pakistan,5,Karachi,Grant Bradburn,8,18,"Gaddafi Stadium, Lahore",Karachi,72818,2,2022-05-29,38,2,1,2.4,1,24
1700,29,Mustafizur Rahman,Bowler,Bangladesh,9,Dhaka,Chandika Hathurusingha,7,11,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,78081,2,2022-04-17,32,92,5,6.3,1,28
1701,100,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,3,2,"Newlands, Cape Town",Johannesburg,46401,2,2023-07-02,67,25,5,0.5,1,29
1702,31,Jacques Kallis,All-rounder,South Africa,4,Johannesburg,Rob Walter,6,3,"Newlands, Cape Town",Johannesburg,35555,2,2023-01-08,38,93,3,14.6,4,48
1703,362,Lasith Malinga,Bowler,Sri Lanka,8,Colombo,Chris Silverwood,3,14,"R. Premadasa Stadium, Colombo",Colombo,87540,2,2024-06-26,81,65,3,17.9,1,40
1704,7,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,10,25,"Kensington Oval, Bridgetown",Kingston,87017,3,2023-07-21,17,60,3,2.0,2,28
1705,282,Pat Cummins,Bowler,Australia,2,Sydney,Andrew McDonald,9,23,"Melbourne Cricket Ground, Melbourne",Sydney,63176,3,2021-09-06,5,85,1,9.7,4,31
1706,436,Ravindra Jadeja,All-rounder,India,1,Mumbai,Rahul Dravid,5,16,"Wankhede Stadium, Mumbai",Mumbai,51874,2,2021-11-19,6,91,5,14.8,0,35
1707,197,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,7,7,"Kabul International Cricket Stadium, Kabul",Kabul,35546,1,2021-10-15,118,69,4,1.2,4,25
1708,294,Jacques Kallis,All-rounder,South Africa,4,Johannesburg,Rob Walter,7,11,"Newlands, Cape Town",Johannesburg,49175,2,2022-09-22,88,84,3,5.3,2,48
1709,289,Jacques Kallis,All-rounder,South Africa,4,Johannesburg,Rob Walter,6,30,"Newlands, Cape Town",Johannesburg,64110,2,2021-02-08,62,12,2,18.2,0,48
1710,46,Trent Boult,Bowler,New Zealand,6,Auckland,Gary Stead,5,8,"Eden Park, Auckland",Auckland,33930,3,2023-02-11,142,52,1,19.8,3,34
1711,489,Shaheen Afridi,Bowler,Pakistan,5,Karachi,Grant Bradburn,4,10,"Gaddafi Stadium, Lahore",Karachi,58850,1,2022-08-16,59,74,4,5.5,4,24
1712,440,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,5,1,"Kabul International Cricket Stadium, Kabul",Kabul,26583,1,2022-10-01,84,61,0,10.0,2,23
1713,154,Niroshan Dickwella,Wicketkeeper,Sri Lanka,8,Colombo,Chris Silverwood,6,3,"R. Premadasa Stadium, Colombo",Colombo,59630,1,2020-09-02,103,20,0,6.1,2,30
1714,310,Ben Stokes,Batsman,England,3,London,Brendon McCullum,6,13,"Lord's Cricket Ground, London",London,36136,2,2023-01-29,87,94,0,2.4,2,32
1715,367,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,10,10,"Gaddafi Stadium, Lahore",Karachi,66551,2,2024-01-27,103,43,3,7.6,1,25
1716,69,Tamim Iqbal,Batsman,Bangladesh,9,Dhaka,Chandika Hathurusingha,4,2,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,68512,1,2021-03-25,124,63,2,14.8,4,35
1717,362,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,8,23,"Kabul International Cricket Stadium, Kabul",Kabul,85312,2,2022-01-04,44,89,3,2.3,1,25
1718,70,Mustafizur Rahman,Bowler,Bangladesh,9,Dhaka,Chandika Hathurusingha,10,12,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,30436,1,2021-09-28,106,12,5,8.9,3,28
1719,385,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,2,21,"Kensington Oval, Bridgetown",Kingston,88966,2,2024-04-13,143,55,5,8.4,2,28
1720,152,Jos Buttler,Wicketkeeper,England,3,London,Brendon McCullum,2,23,"Lord's Cricket Ground, London",London,73957,1,2023-04-05,126,91,5,3.2,3,33
1721,3,MS Dhoni,Wicketkeeper,India,1,Mumbai,Rahul Dravid,6,3,"Wankhede Stadium, Mumbai",Mumbai,74294,3,2023-03-16,147,40,0,6.4,0,42
1722,327,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,3,4,"Gaddafi Stadium, Lahore",Karachi,88578,3,2021-12-25,119,2,2,14.1,1,25
1723,59,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,1,24,"Kensington Oval, Bridgetown",Kingston,63062,2,2023-04-09,61,39,2,12.5,5,28
1724,155,Glenn Maxwell,All-rounder,Australia,2,Sydney,Andrew McDonald,8,26,"Melbourne Cricket Ground, Melbourne",Sydney,88449,1,2023-06-03,58,86,2,1.4,2,35
1725,373,Sachin Tendulkar,Batsman,India,1,Mumbai,Rahul Dravid,6,20,"Wankhede Stadium, Mumbai",Mumbai,70980,3,2022-12-28,84,14,1,14.1,5,50
1726,310,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,2,25,"Gaddafi Stadium, Lahore",Karachi,35616,2,2023-02-25,36,84,5,8.4,4,32
1727,449,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,3,11,"Gaddafi Stadium, Lahore",Karachi,75417,3,2020-03-30,90,37,3,3.4,2,32
1728,29,Shakib Al Hasan,All-rounder,Bangladesh,9,Dhaka,Chandika Hathurusingha,5,17,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,60084,2,2020-06-09,121,0,0,5.1,3,37
1729,394,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,10,24,"Wankhede Stadium, Mumbai",Mumbai,75979,2,2024-07-29,139,92,0,4.4,0,30
1730,299,Sachin Tendulkar,Batsman,India,1,Mumbai,Rahul Dravid,6,3,"Wankhede Stadium, Mumbai",Mumbai,33804,3,2022-05-20,107,56,4,11.6,0,50
1731,342,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,5,24,"Newlands, Cape Town",Johannesburg,53148,3,2021-01-15,126,5,0,1.8,3,29
1732,264,Devon Conway,Wicketkeeper,New Zealand,6,Auckland,Gary Stead,1,7,"Eden Park, Auckland",Auckland,27900,1,2024-01-10,21,57,5,8.6,5,32
1733,335,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,4,15,"Kensington Oval, Bridgetown",Kingston,56115,3,2022-06-06,13,22,0,12.0,4,36
1734,430,Devon Conway,Wicketkeeper,New Zealand,6,Auckland,Gary Stead,7,30,"Eden Park, Auckland",Auckland,80131,2,2024-04-14,9,95,0,12.4,5,32
1735,494,Mushfiqur Rahim,Wicketkeeper,Bangladesh,9,Dhaka,Chandika Hathurusingha,2,13,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,43864,3,2022-05-19,33,58,2,6.1,2,36
1736,126,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,6,15,"Kensington Oval, Bridgetown",Kingston,77659,3,2022-09-26,60,81,4,12.8,1,36
1737,385,Jacques Kallis,All-rounder,South Africa,4,Johannesburg,Rob Walter,6,23,"Newlands, Cape Town",Johannesburg,33756,1,2023-06-22,63,100,0,8.4,4,48
1738,473,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,6,18,"Newlands, Cape Town",Johannesburg,60220,2,2022-08-21,108,15,5,14.6,4,29
1739,77,AB de Villiers,Batsman,South Africa,4,Johannesburg,Rob Walter,2,9,"Newlands, Cape Town",Johannesburg,45209,1,2021-10-24,110,29,5,1.1,1,40
1740,128,Shakib Al Hasan,All-rounder,Bangladesh,9,Dhaka,Chandika Hathurusingha,10,10,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,44214,1,2024-02-19,39,47,0,17.2,3,37
1741,337,Ravindra Jadeja,All-rounder,India,1,Mumbai,Rahul Dravid,3,3,"Wankhede Stadium, Mumbai",Mumbai,75049,2,2023-05-11,102,79,4,12.0,1,35
1742,464,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,2,16,"Gaddafi Stadium, Lahore",Karachi,32681,3,2020-04-13,74,72,3,8.7,4,32
1743,383,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,1,27,"Kabul International Cricket Stadium, Kabul",Kabul,76984,3,2020-11-16,112,13,1,8.4,5,39
1744,168,Babar Azam,Batsman,Pakistan,5,Karachi,Grant Bradburn,2,27,"Gaddafi Stadium, Lahore",Karachi,31889,2,2020-04-30,113,80,1,4.8,5,29
1745,355,Andre Russell,All-rounder,West Indies,7,Kingston,Daren Sammy,4,2,"Kensington Oval, Bridgetown",Kingston,57710,3,2023-10-03,27,48,2,1.7,3,35
1746,119,Jos Buttler,Wicketkeeper,England,3,London,Brendon McCullum,10,11,"Lord's Cricket Ground, London",London,51270,1,2020-10-24,144,25,2,18.5,2,33
1747,500,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,3,22,"Kensington Oval, Bridgetown",Kingston,36148,2,2020-10-30,42,15,3,7.2,0,28
1748,469,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,7,26,"Gaddafi Stadium, Lahore",Karachi,71444,2,2021-10-08,44,26,5,0.9,5,32
1749,197,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,4,30,"R. Premadasa Stadium, Colombo",Colombo,41606,3,2021-10-31,128,28,0,11.4,3,46
1750,410,Tamim Iqbal,Batsman,Bangladesh,9,Dhaka,Chandika Hathurusingha,5,9,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,49955,1,2020-10-05,36,20,1,10.4,3,35
1751,305,Sachin Tendulkar,Batsman,India,1,Mumbai,Rahul Dravid,4,28,"Wankhede Stadium, Mumbai",Mumbai,61708,3,2024-09-13,81,9,2,8.2,2,50
1752,180,David Warner,Batsman,Australia,2,Sydney,Andrew McDonald,9,2,"Melbourne Cricket Ground, Melbourne",Sydney,53496,2,2021-03-25,30,89,5,12.2,5,37
1753,425,Ravindra Jadeja,All-rounder,India,1,Mumbai,Rahul Dravid,7,22,"Wankhede Stadium, Mumbai",Mumbai,42052,1,2020-04-13,106,36,3,11.6,4,35
1754,119,Pat Cummins,Bowler,Australia,2,Sydney,Andrew McDonald,4,9,"Melbourne Cricket Ground, Melbourne",Sydney,38033,3,2021-08-10,92,60,3,0.2,3,31
1755,100,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,9,8,"Kensington Oval, Bridgetown",Kingston,61481,3,2023-04-19,125,15,4,7.9,1,28
1756,413,Mustafizur Rahman,Bowler,Bangladesh,9,Dhaka,Chandika Hathurusingha,2,9,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,54380,2,2020-06-18,90,59,3,17.2,5,28
1757,138,Glenn Maxwell,All-rounder,Australia,2,Sydney,Andrew McDonald,4,27,"Melbourne Cricket Ground, Melbourne",Sydney,45141,3,2025-02-06,73,2,3,12.1,1,35
1758,269,Chris Gayle,Batsman,West Indies,7,Kingston,Daren Sammy,4,8,"Kensington Oval, Bridgetown",Kingston,45153,2,2023-01-11,7,6,1,14.9,3,44
1759,127,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,6,28,"Kensington Oval, Bridgetown",Kingston,54205,2,2024-02-28,147,16,5,15.0,4,28
1760,75,Jofra Archer,Bowler,England,3,London,Brendon McCullum,10,4,"Lord's Cricket Ground, London",London,47207,1,2024-04-27,125,18,0,7.5,5,29
1761,370,Rashid Khan,Bowler,Afghanistan,10,Kabul,Jonathan Trott,3,13,"Kabul International Cricket Stadium, Kabul",Kabul,61686,1,2020-01-03,78,38,1,18.6,3,25
1762,221,Shakib Al Hasan,All-rounder,Bangladesh,9,Dhaka,Chandika Hathurusingha,10,28,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,40833,3,2023-04-06,41,25,2,18.2,5,37
1763,236,Angelo Mathews,All-rounder,Sri Lanka,8,Colombo,Chris Silverwood,2,2,"R. Premadasa Stadium, Colombo",Colombo,56237,3,2022-07-17,32,73,4,10.9,3,36
1764,296,Andre Russell,All-rounder,West Indies,7,Kingston,Daren Sammy,3,26,"Kensington Oval, Bridgetown",Kingston,78559,3,2020-08-12,37,34,1,2.6,4,35
1765,421,Tamim Iqbal,Batsman,Bangladesh,9,Dhaka,Chandika Hathurusingha,5,21,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,38033,1,2022-02-28,45,9,4,11.4,5,35
1766,236,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,2,2,"Wankhede Stadium, Mumbai",Mumbai,47792,1,2023-01-12,126,18,4,17.7,2,30
1767,330,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,5,28,"Kabul International Cricket Stadium, Kabul",Kabul,69619,2,2023-03-10,12,4,0,17.2,1,39
1768,489,Jacques Kallis,All-rounder,South Africa,4,Johannesburg,Rob Walter,7,21,"Newlands, Cape Town",Johannesburg,73230,1,2020-10-30,60,62,2,1.8,1,48
1769,92,Shakib Al Hasan,All-rounder,Bangladesh,9,Dhaka,Chandika Hathurusingha,2,16,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,78949,2,2024-01-04,29,54,5,2.3,5,37
1770,446,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,1,8,"Gaddafi Stadium, Lahore",Karachi,46038,2,2021-04-30,61,43,2,19.0,1,25
1771,446,Jacques Kallis,All-rounder,South Africa,4,Johannesburg,Rob Walter,8,15,"Newlands, Cape Town",Johannesburg,54140,3,2024-02-09,9,57,3,14.0,3,48
1772,59,Jos Buttler,Wicketkeeper,England,3,London,Brendon McCullum,10,6,"Lord's Cricket Ground, London",London,89732,3,2024-11-24,90,19,4,18.4,0,33
1773,144,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,8,4,"Gaddafi Stadium, Lahore",Karachi,31731,3,2023-02-01,71,80,4,12.7,3,25
1774,476,Alex Carey,Wicketkeeper,Australia,2,Sydney,Andrew McDonald,10,25,"Melbourne Cricket Ground, Melbourne",Sydney,48855,3,2024-07-08,24,61,4,6.0,1,32
1775,125,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,8,13,"Newlands, Cape Town",Johannesburg,29740,1,2023-10-06,21,86,5,19.1,5,29
1776,109,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,9,7,"Gaddafi Stadium, Lahore",Karachi,62251,2,2022-03-10,27,49,3,8.4,2,25
1777,112,Kane Williamson,Batsman,New Zealand,6,Auckland,Gary Stead,7,5,"Eden Park, Auckland",Auckland,33853,3,2021-05-08,79,91,2,1.8,2,33
1778,265,Kane Williamson,Batsman,New Zealand,6,Auckland,Gary Stead,5,5,"Eden Park, Auckland",Auckland,53764,1,2020-10-27,117,81,5,3.2,1,33
1779,94,Mitchell Starc,Bowler,Australia,2,Sydney,Andrew McDonald,9,21,"Melbourne Cricket Ground, Melbourne",Sydney,45313,1,2023-02-14,132,24,5,15.3,3,34
1780,84,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,9,10,"Kabul International Cricket Stadium, Kabul",Kabul,39420,2,2022-11-10,7,31,3,5.5,3,23
1781,212,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,1,30,"Kensington Oval, Bridgetown",Kingston,64759,1,2021-04-19,146,11,2,17.8,4,28
1782,18,Jos Buttler,Wicketkeeper,England,3,London,Brendon McCullum,4,6,"Lord's Cricket Ground, London",London,75252,1,2025-02-21,100,44,1,3.8,2,33
1783,141,Trent Boult,Bowler,New Zealand,6,Auckland,Gary Stead,3,12,"Eden Park, Auckland",Auckland,81718,2,2023-11-17,7,17,4,1.6,2,34
1784,381,Ravindra Jadeja,All-rounder,India,1,Mumbai,Rahul Dravid,5,25,"Wankhede Stadium, Mumbai",Mumbai,43969,1,2023-03-09,124,2,4,17.0,3,35
1785,211,Kane Williamson,Batsman,New Zealand,6,Auckland,Gary Stead,9,12,"Eden Park, Auckland",Auckland,56827,2,2021-02-03,64,7,0,17.9,1,33
1786,308,Joe Root,Batsman,England,3,London,Brendon McCullum,6,4,"Lord's Cricket Ground, London",London,52463,2,2020-02-14,91,22,5,15.6,1,33
1787,422,Quinton de Kock,Wicketkeeper,South Africa,4,Johannesburg,Rob Walter,5,17,"Newlands, Cape Town",Johannesburg,69401,2,2024-06-15,143,3,4,7.5,5,31
1788,371,Glenn Maxwell,All-rounder,Australia,2,Sydney,Andrew McDonald,10,9,"Melbourne Cricket Ground, Melbourne",Sydney,43701,3,2020-05-27,111,50,5,14.2,2,35
1789,321,Jos Buttler,Wicketkeeper,England,3,London,Brendon McCullum,1,21,"Lord's Cricket Ground, London",London,84378,3,2023-01-04,95,44,3,16.9,1,33
1790,276,Lasith Malinga,Bowler,Sri Lanka,8,Colombo,Chris Silverwood,3,20,"R. Premadasa Stadium, Colombo",Colombo,35972,3,2024-10-05,21,12,0,6.1,0,40
1791,353,Devon Conway,Wicketkeeper,New Zealand,6,Auckland,Gary Stead,7,23,"Eden Park, Auckland",Auckland,78824,1,2021-07-16,26,39,3,1.5,0,32
1792,234,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,8,25,"Kabul International Cricket Stadium, Kabul",Kabul,50513,1,2022-01-11,136,73,1,19.3,0,25
1793,299,Trent Boult,Bowler,New Zealand,6,Auckland,Gary Stead,7,12,"Eden Park, Auckland",Auckland,38035,3,2023-04-17,21,92,2,13.0,2,34
1794,90,AB de Villiers,Batsman,South Africa,4,Johannesburg,Rob Walter,10,6,"Newlands, Cape Town",Johannesburg,67385,3,2020-02-13,143,0,1,16.3,4,40
1795,171,Devon Conway,Wicketkeeper,New Zealand,6,Auckland,Gary Stead,1,30,"Eden Park, Auckland",Auckland,57389,3,2020-12-16,150,98,2,18.6,2,32
1796,51,Ben Stokes,Batsman,England,3,London,Brendon McCullum,8,1,"Lord's Cricket Ground, London",London,38663,1,2020-06-04,74,17,2,15.0,5,32
1797,447,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,5,22,"Kabul International Cricket Stadium, Kabul",Kabul,87430,2,2022-04-16,55,54,1,0.4,5,39
1798,102,Babar Azam,Batsman,Pakistan,5,Karachi,Grant Bradburn,8,30,"Gaddafi Stadium, Lahore",Karachi,73382,1,2023-04-08,57,89,3,0.6,2,29
1799,85,Mustafizur Rahman,Bowler,Bangladesh,9,Dhaka,Chandika Hathurusingha,1,28,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,78649,2,2021-10-06,144,24,4,13.4,5,28
1800,297,Glenn Maxwell,All-rounder,Australia,2,Sydney,Andrew McDonald,8,28,"Melbourne Cricket Ground, Melbourne",Sydney,30746,1,2021-09-17,1,36,2,1.8,0,35
1801,90,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,10,22,"R. Premadasa Stadium, Colombo",Colombo,58144,1,2021-11-14,123,97,2,19.8,1,46
1802,338,Mitchell Starc,Bowler,Australia,2,Sydney,Andrew McDonald,1,24,"Melbourne Cricket Ground, Melbourne",Sydney,58957,3,2024-12-16,61,86,2,2.8,0,34
1803,476,Jofra Archer,Bowler,England,3,London,Brendon McCullum,7,24,"Lord's Cricket Ground, London",London,46371,1,2021-01-11,35,71,1,14.6,1,29
1804,91,Devon Conway,Wicketkeeper,New Zealand,6,Auckland,Gary Stead,2,9,"Eden Park, Auckland",Auckland,81535,3,2021-02-20,118,31,2,3.3,1,32
1805,469,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,3,16,"Newlands, Cape Town",Johannesburg,72024,3,2022-03-02,145,60,5,15.1,2,29
1806,390,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,8,16,"Gaddafi Stadium, Lahore",Karachi,36096,2,2020-05-28,142,56,1,8.9,2,32
1807,161,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,7,27,"Gaddafi Stadium, Lahore",Karachi,83052,3,2024-04-05,129,20,5,2.9,1,32
1808,320,Lasith Malinga,Bowler,Sri Lanka,8,Colombo,Chris Silverwood,9,5,"R. Premadasa Stadium, Colombo",Colombo,34564,2,2024-01-29,20,14,2,5.5,0,40
1809,206,Joe Root,Batsman,England,3,London,Brendon McCullum,4,18,"Lord's Cricket Ground, London",London,37103,3,2020-04-15,126,30,3,13.6,1,33
1810,425,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,7,10,"Lord's Cricket Ground, London",London,86848,2,2022-04-28,2,73,5,2.0,1,36
1811,28,Trent Boult,Bowler,New Zealand,6,Auckland,Gary Stead,5,15,"Eden Park, Auckland",Auckland,86065,3,2023-10-04,39,53,4,9.5,5,34
1812,165,Glenn Maxwell,All-rounder,Australia,2,Sydney,Andrew McDonald,4,30,"Melbourne Cricket Ground, Melbourne",Sydney,54515,3,2020-08-08,31,100,2,0.6,3,35
1813,257,Alex Carey,Wicketkeeper,Australia,2,Sydney,Andrew McDonald,1,18,"Melbourne Cricket Ground, Melbourne",Sydney,86300,1,2020-09-21,74,52,2,3.8,0,32
1814,246,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,6,9,"Wankhede Stadium, Mumbai",Mumbai,84388,2,2020-05-03,136,88,0,18.4,5,30
1815,292,Chris Gayle,Batsman,West Indies,7,Kingston,Daren Sammy,10,12,"Kensington Oval, Bridgetown",Kingston,40365,3,2021-11-21,36,57,5,19.1,4,44
1816,182,Joe Root,Batsman,England,3,London,Brendon McCullum,5,3,"Lord's Cricket Ground, London",London,67905,2,2023-09-09,116,38,4,1.2,3,33
1817,325,Quinton de Kock,Wicketkeeper,South Africa,4,Johannesburg,Rob Walter,3,5,"Newlands, Cape Town",Johannesburg,51662,3,2021-11-20,42,100,2,4.0,4,31
1818,169,Lasith Malinga,Bowler,Sri Lanka,8,Colombo,Chris Silverwood,4,22,"R. Premadasa Stadium, Colombo",Colombo,54033,3,2023-07-30,24,23,3,14.0,3,40
1819,51,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,1,20,"Lord's Cricket Ground, London",London,86575,2,2021-09-25,89,64,3,5.4,2,36
1820,317,Mitchell Starc,Bowler,Australia,2,Sydney,Andrew McDonald,1,19,"Melbourne Cricket Ground, Melbourne",Sydney,79737,1,2024-05-06,79,61,4,15.0,4,34
1821,270,Daryl Mitchell,All-rounder,New Zealand,6,Auckland,Gary Stead,4,3,"Eden Park, Auckland",Auckland,61526,3,2023-08-31,83,74,3,0.9,5,32
1822,289,Virat Kohli,Batsman,India,1,Mumbai,Rahul Dravid,9,28,"Wankhede Stadium, Mumbai",Mumbai,39105,1,2020-09-02,68,8,4,0.5,2,35
1823,192,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,2,26,"Kabul International Cricket Stadium, Kabul",Kabul,52881,1,2020-08-24,88,15,5,19.4,1,23
1824,485,Mushfiqur Rahim,Wicketkeeper,Bangladesh,9,Dhaka,Chandika Hathurusingha,1,18,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,44655,3,2022-01-28,48,6,0,5.4,5,36
1825,463,Shaheen Afridi,Bowler,Pakistan,5,Karachi,Grant Bradburn,2,15,"Gaddafi Stadium, Lahore",Karachi,40995,1,2023-05-23,100,90,0,8.2,2,24
1826,404,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,9,29,"Kabul International Cricket Stadium, Kabul",Kabul,48200,3,2021-02-20,57,4,5,5.1,5,25
1827,497,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,3,29,"Kabul International Cricket Stadium, Kabul",Kabul,49919,1,2021-12-09,86,72,4,1.4,3,25
1828,397,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,4,23,"Kensington Oval, Bridgetown",Kingston,33637,3,2024-02-10,42,0,1,15.0,0,28
1829,395,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,9,14,"Kabul International Cricket Stadium, Kabul",Kabul,52689,1,2023-03-23,117,5,3,7.3,0,25
1830,66,Shakib Al Hasan,All-rounder,Bangladesh,9,Dhaka,Chandika Hathurusingha,5,4,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,87347,2,2022-04-29,47,13,0,6.2,4,37
1831,394,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,5,20,"Lord's Cricket Ground, London",London,41365,2,2024-06-18,88,23,4,17.7,5,36
1832,166,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,9,23,"Newlands, Cape Town",Johannesburg,84786,3,2020-04-26,7,97,0,18.7,0,29
1833,195,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,6,25,"Wankhede Stadium, Mumbai",Mumbai,81005,1,2023-04-01,82,49,4,7.8,1,30
1834,72,Glenn Maxwell,All-rounder,Australia,2,Sydney,Andrew McDonald,1,20,"Melbourne Cricket Ground, Melbourne",Sydney,83517,2,2023-04-15,41,81,4,15.2,3,35
1835,99,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,10,7,"R. Premadasa Stadium, Colombo",Colombo,42893,1,2023-11-25,25,76,5,17.6,4,46
1836,242,Quinton de Kock,Wicketkeeper,South Africa,4,Johannesburg,Rob Walter,6,16,"Newlands, Cape Town",Johannesburg,32612,2,2020-12-08,144,34,5,10.5,2,31
1837,61,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,9,29,"Kabul International Cricket Stadium, Kabul",Kabul,52261,1,2024-06-02,42,93,3,10.8,0,23
1838,291,Ben Stokes,Batsman,England,3,London,Brendon McCullum,2,29,"Lord's Cricket Ground, London",London,47486,2,2022-10-14,119,49,0,6.9,2,32
